Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-03,96.01000213623047,98.45999908447266,95.33000183105469,97.69999694824219,59149000,0.0,0.0
2026-03-04,97.11000061035156,99.75,96.98999786376953,98.66000366210938,52604300,0.0,0.0
2026-03-05,98.5,100.19000244140625,98.0999984741211,99.16999816894531,53403000,0.0,0.0
2026-03-06,99.33000183105469,99.87999725341797,97.4000015258789,99.0199966430664,41196300,0.0,0.0
2026-03-09,97.69999694824219,98.94000244140625,96.58000183105469,98.31999969482422,48589000,0.0,0.0
2026-03-10,97.80999755859375,98.48999786376953,96.29000091552734,96.94000244140625,41027200,0.0,0.0
2026-03-11,97.41000366210938,98.0,94.69000244140625,94.88999938964844,33962900,0.0,0.0
2026-03-12,94.86000061035156,95.4000015258789,93.87000274658203,94.30999755859375,34206900,0.0,0.0
2026-03-13,94.63999938964844,95.68000030517578,94.23999786376953,95.30999755859375,29876700,0.0,0.0
2026-03-16,95.58000183105469,96.0999984741211,94.36000061035156,95.19999694824219,34931800,0.0,0.0
2026-03-17,95.30000305175781,96.33999633789062,94.01000213623047,94.36000061035156,26434500,0.0,0.0
2026-03-18,94.44999694824219,95.33999633789062,93.61000061035156,94.69999694824219,27878300,0.0,0.0
2026-03-19,94.30999755859375,95.75,90.77999877929688,91.73999786376953,40169300,0.0,0.0
2026-03-20,91.30999755859375,91.87999725341797,90.69000244140625,91.81999969482422,61678000,0.0,0.0
2026-03-23,92.04000091552734,93.9800033569336,91.86000061035156,93.37999725341797,34315900,0.0,0.0
2026-03-24,92.79000091552734,93.73999786376953,90.81999969482422,90.91999816894531,28938000,0.0,0.0
2026-03-25,91.70999908447266,92.5199966430664,91.23999786376953,92.27999877929688,29545600,0.0,0.0
2026-03-26,91.5199966430664,95.86000061035156,91.01000213623047,93.31999969482422,59522000,0.0,0.0
2026-03-27,94.56999969482422,95.58000183105469,92.73999786376953,93.43000030517578,44590700,0.0,0.0
2026-03-30,92.75,94.48999786376953,92.22000122070312,92.97000122070312,32375100,0.0,0.0
2026-03-31,93.02999877929688,96.26000213623047,93.02999877929688,96.1500015258789,54270000,0.0,0.0
2026-04-01,96.47000122070312,97.19999694824219,94.26000213623047,95.55000305175781,30439300,0.0,0.0
2026-04-02,95.2699966430664,98.70999908447266,95.16999816894531,98.66000366210938,37068000,0.0,0.0
2026-04-06,100.95999908447266,102.69000244140625,97.97000122070312,98.93000030517578,37029300,0.0,0.0
2026-04-07,98.55000305175781,99.87999725341797,98.25,98.81999969482422,25016700,0.0,0.0
2026-04-08,100.31999969482422,100.4000015258789,97.44000244140625,99.38999938964844,30957600,0.0,0.0
2026-04-09,99.62999725341797,102.33999633789062,99.08000183105469,102.05000305175781,35087800,0.0,0.0
2026-04-10,102.47000122070312,103.08000183105469,101.45999908447266,103.01000213623047,25769900,0.0,0.0
2026-04-13,103.02999877929688,103.66999816894531,102.05999755859375,103.16000366210938,26042800,0.0,0.0
2026-04-14,103.12000274658203,106.56999969482422,103.04000091552734,106.27999877929688,40534900,0.0,0.0
2026-04-15,105.9800033569336,107.8499984741211,105.04000091552734,107.70999908447266,38023700,0.0,0.0
2026-04-16,107.47000122070312,108.94999694824219,106.62000274658203,107.79000091552734,64928300,0.0,0.0
2026-04-17,96.37000274658203,98.73999786376953,95.0999984741211,97.30999755859375,125958700,0.0,0.0
2026-04-20,97.13999938964844,97.5999984741211,93.54000091552734,94.83000183105469,63298300,0.0,0.0
2026-04-21,94.0,94.6500015258789,92.37000274658203,92.58000183105469,61962300,0.0,0.0
2026-04-22,93.05999755859375,93.8499984741211,92.7699966430664,93.23999786376953,33694300,0.0,0.0
2026-04-23,94.05999755859375,94.63999938964844,92.06999969482422,92.81999969482422,36851700,0.0,0.0
2026-04-24,92.56999969482422,93.27999877929688,91.80000305175781,92.44000244140625,32553200,0.0,0.0
2026-04-27,92.05000305175781,92.83999633789062,91.30000305175781,91.37000274658203,29707400,0.0,0.0
2026-04-28,91.5,92.33999633789062,90.0199966430664,92.2699966430664,33418100,0.0,0.0
2026-04-29,91.2300033569336,92.86000061035156,90.86000061035156,92.12000274658203,26122100,0.0,0.0
2026-04-30,91.3499984741211,94.22000122070312,90.7699966430664,93.61000061035156,40923000,0.0,0.0
2026-05-01,94.41999816894531,94.69999694824219,91.9000015258789,92.05999755859375,30323200,0.0,0.0
